fid,order_id,latitude,longitude,basket_value,delivery duration,profit,revenue,client_id
23294,80456330,40.206321448,29.020987228,171.198,6.683333333,90.8621,215.4321,client_90307076
23295,79580027,40.263192018,28.963572197,299.0998,21.716666667,99.5552,315.9436,client_15139577
23296,99408249,40.192512051,28.981994811,1412.7281,16.266666667,450.3914,1216.8336,client_18968169
23297,83577902,40.187042865,29.089050628,234.6436,32.816666667,99.6398,215.7453,client_55479017
23298,73593384,40.230136611,28.838939667,721.2277,26.283333333,170.1792,540.4285,client_35112149
23299,84073477,40.191269671,29.06197641,173.0297,16.483333333,90.5928,191.402,client_10761127
23300,68879871,40.221279258,28.836835474,167.2277,15.75,92.4751,206.2951,client_91909410
23301,39251040,40.223063058,28.896325193,858.9123,14.533333333,277.1782,704.5842,client_34639419
23302,61220587,40.204262705,29.02831737,157.2417,8.5,116.4812,180.0212,client_21150579
23303,27491359,40.224585702,28.924336843,418.2243,6.366666667,178.2994,373.4793,client_64572131
23304,28829229,40.236726716,28.995444886,1073.2475,5.416666667,288.0665,912.7209,client_18960873
23305,19455291,40.233517769,28.979296825,490.4306,6.0,205.4644,510.8942,client_95272179
23306,23802932,40.22625115,28.829479851,313.8024,24.883333333,90.0412,303.345,client_79926761
23307,68505362,40.195207077,28.958034776,296.0891,4.65,155.7951,324.7159,client_50193546
23308,97490393,40.267438379,28.946172372,282.0099,35.566666667,161.9972,329.7993,client_20399961
23309,91409080,40.200956,29.01959,409.5248,4.116666667,168.3947,419.8579,client_10257102
23310,69892851,40.211708709,28.998401351,258.3861,9.833333333,130.8825,293.6607,client_91861368
23311,21728730,40.217817252,28.943091184,298.1287,24.85,121.482,304.1929,client_83284852
23312,25073190,40.201542456,29.015830681,855.8325,12.516666667,315.9164,766.9821,client_82717561
23313,51821724,40.267964871,28.938790932,1310.8081,18.566666667,409.6498,1171.5752,client_81338478
23314,11631061,40.220028164,28.892084286,511.9604,20.2,164.6944,498.9363,client_26813218
23315,59912015,40.21745499,28.96936141,182.5842,3.483333333,98.7037,226.3637,client_52908394
23316,66021114,40.196032997,28.968808539,997.7953,11.966666667,336.8367,1007.1688,client_49934883
23317,67879645,40.183507389,29.05700393,319.6931,22.833333333,-5.4829,194.0091,client_76108093
23318,28393054,40.231819328,28.979049884,202.127,7.9,70.4792,141.4023,client_24784026
23319,29786568,40.230951866,28.839280643,431.7228,12.616666667,224.5583,450.3356,client_26898875
23320,40925494,40.22087503,28.965565078,160.3457,2.866666667,81.491,157.7003,client_89767403
23321,89364084,40.221523484,29.012175165,321.7228,12.166666667,106.5617,335.4841,client_75726356
23322,90583219,40.270756383,28.944742084,307.9727,27.466666667,95.6758,232.3886,client_57249068
23323,45144831,40.211728936,28.979720771,306.2178,9.05,124.4857,320.317,client_53378555
23324,40365785,40.231804738,28.845306896,321.9174,11.166666667,179.7185,354.1729,client_73338163
23325,40107046,40.261575578,28.932227232,409.5867,37.05,147.3774,360.2264,client_52080341
23326,58688732,40.250843361,28.987039179,704.8614,33.55,209.9418,588.8774,client_82525593
23327,77665194,40.217956524,28.997782767,832.0758,13.666666667,122.6996,713.6186,client_81097649
23328,14286612,40.180324459,28.946278989,712.1546,37.833333333,198.7733,643.8401,client_33063974
23329,26582521,40.221866781,28.844190761,120.4554,4.7,64.6324,132.1312,client_81105914
23330,15741900,40.209511352,28.991955332,633.4158,18.2,227.5104,649.8704,client_30208147
23331,99763293,40.193952684,28.994525224,201.0792,21.2,93.7594,194.6706,client_69598942
23332,90691613,40.197170317,29.008341283,214.9576,11.9,109.3133,239.717,client_97332234
23333,40395463,40.222715671,28.914053589,309.9818,23.183333333,115.8771,269.019,client_54317066
23334,12639257,40.236166965,28.838836402,189.6813,10.533333333,101.4187,234.7487,client_17319619
23335,10205359,40.186333889,29.088253342,122.2574,41.166666667,65.5098,140.9529,client_15047890
23336,75372079,40.196985161,28.957476206,398.0198,42.233333333,121.6921,322.2219,client_88791932
23337,82629623,40.23061655,28.921709955,188.9406,27.183333333,88.2368,242.8868,client_91670154
23338,58672214,40.210991285,28.971242309,552.3,39.55,151.2665,440.1758,client_22503418
23339,19112968,40.222255899,29.001679011,268.3267,13.116666667,49.6597,213.2267,client_96402434
23340,65182014,40.228395745,28.84512987,191.4325,19.9,69.8205,196.886,client_41189956
23341,14069094,40.203979494,29.013533704,276.9901,5.4,82.47,237.4983,client_40266468
23342,75458249,40.211373298,28.922133408,388.8416,50.85,128.294,353.9644,client_62989089
23343,56030902,40.236401411,28.910425901,550.825,15.016666667,186.0482,484.9612,client_93530902
23344,58890378,40.232506839,28.867590353,595.8218,20.533333333,201.2651,550.1868,client_60220269
23345,48911034,40.247153064,28.978296518,474.0693,7.2,112.0032,384.5611,client_90559364
23346,53035099,40.193467619,29.005670138,453.0583,8.75,207.4054,459.7674,client_78577742
23347,53972518,40.188182384,28.938500918,566.1253,39.166666667,156.2045,521.301,client_55359300
23348,71151535,40.181492012,29.059460498,243.0693,10.166666667,91.9889,235.9189,client_34206434
23349,23029359,40.212780733,28.982404657,264.8713,18.783333333,141.8782,260.9479,client_33656613
23350,56517734,40.194969415,29.006560966,392.6832,9.9,110.8443,328.3142,client_26177649
23351,92711972,40.183613945,29.095471837,273.0923,51.683333333,63.9298,241.9858,client_29756400
23352,83177276,40.186788525,28.938610889,273.8119,32.333333333,138.6907,257.2854,client_20452215
23353,22167038,40.214940092,28.956052624,676.2277,12.9,274.0089,661.3456,client_74628354
23354,89858141,40.221221146,28.834812418,995.7929,16.166666667,255.70119999999997,845.7609,client_37575605
23355,50875617,40.221532188,28.943396956,406.6418,20.466666667,155.6034,402.0426,client_85732158
23356,35166198,40.2577631,28.9370526,416.6459,27.133333333,152.2166,400.7095,client_54301969
23357,81059008,40.233524272,28.842238113,269.4257,16.266666667,110.6186,289.0386,client_55007098
23358,88132717,40.186093891,29.061549939,277.0,12.733333333,73.3278,277.5212,client_24765915
23359,85386305,40.218573,28.965565,168.1466,10.166666667,97.7207,183.3807,client_45774180
23360,46108707,40.207638857,28.805641048,158.1584,19.816666667,94.0398,153.8208,client_75882544
23361,36823322,40.199023894,28.940084092,135.4653,4.666666667,61.7833,175.2141,client_60369966
23362,71166861,40.225300126,28.913994467,984.4148,17.233333333,250.4317,784.3685,client_81564134
23363,35125591,40.198079698,28.958452865,323.3812,25.8,121.7198,311.5628,client_16034393
23364,60515340,40.267964871,28.938790932,462.292,6.016666667,231.0653,444.8654,client_81338478
23365,53111072,40.221744925,28.868791647,299.4752,21.216666667,148.6802,292.3955,client_71852464
23366,35196097,40.255611199,28.963053189,1001.1914,9.55,230.9351,953.8127,client_16089708
23367,27806745,40.223249166,28.895802163,476.2574,14.716666667,227.9437,508.2037,client_30193903
23368,84032225,40.259865968,28.93439915,377.1417,28.833333333,122.4441,293.7712,client_14291135
23369,64562833,40.215594491,28.820498809,953.1881,18.183333333,201.9404,857.9691,client_76198722
23370,82023390,40.232877468,28.969533071,201.1979,6.55,108.5176,215.5573,client_46052095
23371,84562228,40.211830327,28.966931999,253.25740000000002,11.366666667,110.3403,313.3703,client_24577325
23372,58874994,40.249786269,29.023222178,773.8614,7.65,159.1579,540.9298,client_56410944
23373,70966689,40.225772459,28.972514011,359.8447,3.05,135.6254,318.8238,client_33381370
23374,26191637,40.211232476,28.986591585,198.6615,8.45,92.6673,187.1774,client_36942431
23375,86399381,40.214037593,28.999691829,168.1683,15.383333333,95.4956,209.0395,client_70808471
23376,30145003,40.22046235,28.969832808,725.646,13.533333333,203.626,664.9389,client_53732538
23377,26492128,40.267125258,28.930332189,208.8348,11.116666667,124.9731,237.9022,client_74408464
23378,95169663,40.205969878,28.960597292,359.7921,18.683333333,154.7136,299.4545,client_48381965
23379,23701389,40.18037236,29.100132175,531.377,45.333333333,170.0745,521.4041,client_83298299
23380,27141950,40.186679413,29.061870798,412.8218,6.816666667,140.5278,366.2564,client_50447718
23381,46213552,40.199360391,28.804616444,265.8618,16.116666667,102.8289,278.3024,client_75383640
23382,35212444,40.222414362,28.917434514,326.7921,7.15,114.1489,321.2829,client_28475119
23383,52025387,40.217149049,29.00139939,561.2536,21.0,80.1564,508.6044,client_80953832
23384,91688409,40.268497242,28.945879675,617.3465,10.683333333,140.3162,604.2952,client_92606949
23385,52246337,40.207710296,28.96565225,533.737,21.833333333,195.5066,498.7197,client_40298594
23386,92441519,40.225411263,28.84957999,301.4891,9.683333333,110.0078,301.6578,client_41303792
23387,51166745,40.179832636,29.087129496,786.0698,33.566666667,84.1927,574.0427,client_48774342
23388,21624041,40.206653811,28.955514841,626.7248,24.083333333,146.7814,493.8473,client_20077139
23389,98091475,40.201740147,29.023871608,395.1568,8.466666667,193.6211,407.2992,client_88353311
23390,49470719,40.265081398,29.01088234,168.297,15.133333333,86.8199,199.9099,client_14969392
23391,67305583,40.186771108,29.144667238,204.9871,53.983333333,7.4465,154.245,client_94464848
23392,41533776,40.26310017,28.948854581,438.0557,42.483333333,121.8607,388.106,client_63460953
23393,65286566,40.206863266,28.995853588,580.8911,14.316666667,151.9745,507.1862,client_81037595
23394,44361020,40.194352976,28.949902318,759.3948,36.366666667,194.979,671.6801,client_86598624
23395,19421355,40.269351432,28.955017962,535.6798,36.816666667,164.7552,515.0155,client_84448057
23396,58217622,40.224895193,28.845407814,958.4978,9.916666667,311.086,836.282,client_25156683
23397,99918579,40.203406925,29.005835764,396.1188,8.833333333,119.7484,410.8984,client_68752627
23398,13166722,40.1989743,29.0146392,493.1485,9.766666667,102.5431,438.6417,client_78668369
23399,56943279,40.178667616,28.936706185,232.0426,43.55,129.789,249.206,client_70825886
23400,67549006,40.211851578,28.829925098,178.6668,11.066666667,46.7997,208.2292,client_91797426
23401,70578664,40.2169619,28.978360891,454.8001,9.3,193.5396,468.5796,client_86478474
23402,79783724,40.214422405,28.995499872,217.7656,15.283333333,83.2971,213.0175,client_90685723
23403,26954620,40.266613586,28.946206905,746.9853,17.8,235.7439,626.7337,client_93786458
23404,97914978,40.209829873,28.975663595,159.4554,33.25,90.3462,182.7604,client_88539175
23405,91745643,40.22773507,28.83779034,241.6535,7.983333333,38.8633,232.6332,client_53898796
23406,41153110,40.252786821,28.957982473,1126.0756,17.883333333,384.6521,1035.9838,client_54976018
23407,84631171,40.250914754,28.991030641,122.9307,25.55,81.9135,136.5435,client_30952441
23408,98062148,40.20437819,29.021038525,262.6931,11.3,126.0512,239.4271,client_73418012
23409,99198806,40.183529674,29.074165709,310.0995,13.5,118.2861,312.8601,client_60745433
23410,80499009,40.212149861,28.826697394,1214.5172,26.45,440.3097,1049.2306,client_35362309
23411,64296125,40.20812843,28.993869424,157.1565,22.683333333,85.7961,187.9361,client_36794586
23412,33142253,40.204642785,28.984923465,158.2178,33.716666667,73.8519,206.4519,client_69662881
23413,45031123,40.21850465,28.969950825,319.2959,12.5,143.9824,294.3817,client_32465475
23414,84535103,40.238035856,28.994918838,519.6238,14.066666667,152.8083,527.0783,client_66817124
23415,28257454,40.185474809,29.084804021,317.1016,26.166666667,97.055,282.7419,client_27132762
23416,54210973,40.189340325,29.060445875,123.8416,9.016666667,68.6534,139.0505,client_88091324
23417,22106774,40.273858838,28.932958804,870.3465,39.533333333,310.0215,842.3438,client_98289097
23418,14681839,40.212509848,28.964360096,621.6269,24.616666667,136.3412,503.5588,client_36589706
23419,16178684,40.211195862,28.941426203,248.31509999999997,57.4,119.1263,240.0642,client_76481257
23420,45909760,40.20344636,29.015523233,475.0495,10.333333333,179.3114,428.5448,client_84340024
23421,51368786,40.231577699,28.841722123,836.9176,19.083333333,245.1345,815.5113,client_17905088
23422,62624718,40.214671776,28.921260685,424.4636,7.716666667,129.3407,402.0888,client_94973669
23423,53840005,40.219424497,28.927990012,233.3392,11.85,123.3445,263.1945,client_45199034
23424,65873689,40.181901342,28.943344653,300.9901,20.9,147.4148,291.3832,client_40335836
23425,70440716,40.2071009,28.9610466,507.2408,34.433333333,201.3057,485.9707,client_14510829
23426,98572095,40.216637524,28.943032175,441.9454,14.183333333,169.5991,453.2796,client_57191003
23427,99953806,40.241072759,28.97712037,327.2673,25.633333333,121.5342,275.8456,client_40669472
23428,64260638,40.209310355,28.924678154,136.7345,23.533333333,90.7619,176.3019,client_82600867
23429,80715060,40.20369,29.0200292,182.9901,5.3,91.8641,225.3042,client_46787237
23430,63915568,40.204119051,29.016411044,553.3062,4.433333333,198.9132,549.1243,client_25489230
23431,92916999,40.25899426,28.935615867,242.3861,10.95,82.9457,292.1657,client_26249304
23432,65966160,40.222685674,28.985039319,256.8976,19.483333333,138.3121,281.6267,client_12989790
23433,25358476,40.219815934,28.941034935,787.4929,14.9,247.9254,738.817,client_37247054
23434,96448933,40.237128547,28.985952549,188.9208,8.033333333,58.3497,222.6822,client_45077370
23435,39840373,40.207855478,28.975612968,167.4356,14.833333333,84.313,188.6475,client_29334152
23436,86896590,40.235158787,28.907410093,152.2771,20.633333333,100.5379,196.6779,client_67800331
23437,82837200,40.222931476,28.848332763,1111.2343,11.45,374.5836,1116.8816,client_56673558
23438,43210889,40.201442586,28.986653946,497.5644,10.483333333,192.6882,460.414,client_33547915
23439,92624342,40.192033659,29.070238955,114.67330000000001,4.95,84.1807,163.7407,client_83325208
23440,50428611,40.189422284,29.050524719,204.2564,15.2,91.5497,195.2347,client_82558041
23441,73658359,40.220385293,28.94766368,577.6535,32.283333333,117.7433,491.9205,client_87442368
23442,74808838,40.249569782,28.997102492,480.7525,17.966666667,55.2309,364.3445,client_39858797
23443,88210951,40.264323094,28.936212659,156.5848,31.683333333,87.9867,162.5571,client_50475401
23444,57948251,40.214269556,28.9749109,598.1287,16.816666667,186.3233,584.5833,client_65183220
23445,63431590,40.221117721,28.948295005,151.1287,26.683333333,75.7337,166.1146,client_61454277
23446,18334936,40.220397581,28.964648098,823.2574,26.583333333,250.575,751.117,client_63733085
23447,50002864,40.199749639,28.969924338,398.6535,41.416666667,116.3587,378.4099,client_58422689
23448,18570810,40.19513332,28.938021809,347.3364,30.7,117.4445,258.2765,client_75524135
23449,11514141,40.181922602,29.065592699,561.1717,13.766666667,151.7691,430.5194,client_80455606
23450,69876669,40.21249295,28.922790885,509.30830000000003,24.8,186.9444,375.8757,client_58592415
23451,34788028,40.197902739,29.045603871,462.7822,30.516666667,183.0851,416.5921,client_90536148
23452,50903701,40.199290869,28.948825279,500.5421,12.666666667,196.2624,480.7084,client_14152741
23453,32317238,40.239536153,29.009866789,312.0099,5.116666667,100.7167,311.1702,client_76797402
23454,29356051,40.221196825,28.961719126,293.9109,26.45,122.7354,312.3654,client_59508886
23455,93665227,40.208214975,29.018945731,227.3302,10.766666667,102.1846,227.1126,client_77377379
23456,63384408,40.210999991,28.953507543,355.8317,26.966666667,145.3534,376.202,client_62973011
23457,55220073,40.226627701,28.827090003,536.5037,19.666666667,181.5035,522.4128,client_77168411
23458,45667537,40.201906,29.022393,209.5248,37.566666667,70.8007,179.8662,client_47344023
23459,28509842,40.2578823,29.0130557,837.6558,12.5,226.4011,552.1242,client_97029781
23460,91691036,40.243369412,29.013449214,281.2673,6.6,121.4988,286.9927,client_81708285
23461,67710308,40.208354523,28.992092796,153.4364,8.966666667,90.9759,183.2159,client_59967577
23462,15211154,40.201078592,28.953490196,712.3079,24.483333333,222.7635,613.9112,client_30833968
23463,35225525,40.22301672,28.915816877,282.099,5.433333333,132.0484,301.7779,client_96244677
23464,34046768,40.193945257,28.951399997,223.6337,32.433333333,88.4372,244.3604,client_54345358
23465,73172934,40.219959554,28.937169202,202.297,18.533333333,39.6884,170.2268,client_22299199
23466,32051034,40.214892983,28.962224387,117.64359999999999,10.0,81.8431,161.4231,client_46465806
23467,19513380,40.2245365,28.9162805,286.6535,5.5,79.0689,270.7743,client_79868542
23468,96814899,40.21788228,28.842322938,366.7227,9.133333333,115.0279,348.4391,client_84859655
23469,22989060,40.231648747,28.980343292,579.0099,23.7,190.5949,535.4857,client_32028814
23470,84724439,40.220762388,28.833842129,310.6238,10.866666667,149.793,291.6793,client_18569611
23471,93868281,40.236589274,28.987056948,304.7822,6.633333333,149.3926,322.6425,client_70917840
23472,13657929,40.208492279,28.953242674,296.5181,11.55,131.4634,316.8855,client_85050048
23473,34928723,40.199919166,28.985503949,170.0891,21.15,88.0996,210.0172,client_54261644
23474,76411974,40.235221238,28.979978263,452.0792,16.016666667,81.2306,360.1907,client_33382589
23475,59977907,40.220998679,28.833492771,308.8628,12.2,193.8882,338.9302,client_45310031
23476,87198557,40.223004691,28.923462778,590.6069,6.583333333,157.818,465.7168,client_31680867
23477,47366437,40.203938268,29.017472528,436.4158,7.166666667,158.7464,415.3707,client_61044687
23478,37939152,40.222862101,28.917457312,641.2526,6.016666667,212.6658,572.9081,client_41931900
23479,60209611,40.222279707,28.901729174,362.3473,13.25,165.1788,390.6698,client_33404243
23480,85219053,40.265231062,28.929806203,217.9208,12.366666667,83.1603,237.7003,client_57484341
23481,50218051,40.221752517,28.948301647,126.99619999999999,10.916666667,85.1111,173.3161,client_35929921
23482,36027522,40.185071648,29.073233642,139.4364,29.516666667,96.5692,172.0492,client_39486979
23483,56687033,40.205193244,29.018726461,1212.0792,23.333333333,418.4959,1199.2127,client_25186129
23484,67192252,40.22523412,28.969826102,455.7886,10.4,163.0414,440.3364,client_96441383
23485,60181309,40.221888285,28.849666826,454.0973,21.283333333,135.8517,438.7051,client_41337381
23486,30687811,40.254955139,28.967491575,560.703,16.966666667,144.5821,556.2853,client_72363664
23487,85462877,40.218776535,28.936583139,583.6919,10.55,282.0956,603.0556,client_97914160
23488,18185440,40.22148662,28.902610615,185.0594,20.65,65.3557,233.0057,client_89793060
23489,79261311,40.221265434,28.833974563,329.88,13.35,97.8119,315.0267,client_89924011
23490,22083116,40.230858439,28.842633739,265.8416,23.216666667,107.0223,264.2039,client_63647840
23491,96197031,40.197844095,28.99238918,458.4455,41.45,185.172,421.244,client_11192644
23492,61700704,40.225506234,28.916159123,304.3977,25.45,132.6174,270.9016,client_84844814
23493,92813264,40.190163243,29.071447626,666.4158,4.5,69.1843,547.4842,client_19370775
23494,93469007,40.223333389,28.842891902,210.512,20.566666667,97.4197,192.6703,client_63520117
23495,74723185,40.21062745,28.987663463,145.901,10.85,35.9654,173.8885,client_84274121
23496,20214605,40.185656411,29.056839645,221.6634,7.883333333,101.7962,263.2762,client_27374262
23497,57392627,40.257244413,28.934117183,573.0907,20.666666667,182.4597,546.9494,client_54552783
23498,24592414,40.228059137,28.846170902,696.7849,20.033333333,221.0589,686.3573,client_42445059
23499,49449220,40.226627701,28.827090003,737.4003,22.316666667,266.6105,655.9064,client_77168411
23500,16908563,40.232112404,28.916784748,194.4068,13.15,97.1127,209.4465,client_72264471
23501,88241749,40.192575848,29.057924598,625.505,10.033333333,257.2989,586.0864,client_89306945
23502,49250169,40.21914903,28.950686865,1282.099,25.1,417.2653,1126.3447,client_66118415
23503,86646995,40.220291083,28.848731741,507.836,14.116666667,167.0759,458.6273,client_26178797
23504,10270039,40.213775675,28.992332518,366.9109,9.233333333,98.0148,334.1648,client_95670322
23505,62005566,40.256012,29.005979,320.9307,12.116666667,165.0477,324.0377,client_19154762
23506,73168743,40.199752968,29.005450867,141.1683,24.0,93.1779,162.9479,client_33596519
23507,80367588,40.21348636,28.935347311,158.297,12.166666667,118.7433,208.2433,client_12617585
23508,13198138,40.182329183,29.144896201,405.4851,39.283333333,132.8623,308.8541,client_73157290
23509,90071985,40.202119138,28.805291019,569.5337,12.166666667,128.0856,538.3476,client_72639533
23510,94800798,40.204558205,29.020024985,446.8496,16.683333333,124.279,369.1413,client_82202915
23511,10685188,40.195072368,29.057384804,406.5441,7.416666667,106.7428,298.2461,client_45757931
23512,26265714,40.2255375,28.906669,240.4257,10.083333333,120.8628,234.8868,client_87963203
23513,60550682,40.263689888,29.013853222,98.8515,8.6,67.5818,128.9921,client_61480108
23514,55296253,40.190023478,29.073094119,197.9802,16.716666667,-2.5369,134.5831,client_15527149
23515,98882588,40.245475078,28.985263556,236.2943,12.016666667,103.8372,255.9072,client_68047765
23516,44269988,40.196387435,28.958175592,300.4851,49.333333333,166.808,338.598,client_67920238
23517,66182894,40.213530397,28.990899213,185.8,18.883333333,17.7431,201.1795,client_21401965
23518,55161193,40.184307069,28.939545304,303.0666,49.05,107.2212,332.3174,client_43573265
23519,42964090,40.220464878,28.977132008,146.7129,8.183333333,84.5924,160.4924,client_48170192
23520,59104388,40.189517562,29.068893157,379.9537,5.05,127.6839,376.828,client_73057211
23521,65350496,40.214430598,28.955889344,345.5842,22.3,110.2096,290.9334,client_55677756
23522,29281039,40.196786944,28.982580341,663.4158,30.083333333,201.3568,613.2763,client_62288383
23523,75453037,40.248484266,29.0116347,401.6566,9.1,-21.5634,226.9366,client_41942123
23524,83036303,40.259598342,28.934615403,572.198,11.283333333,123.1471,571.1071,client_57786514
23525,42749307,40.225535905,28.837508492,210.0396,14.666666667,96.007,220.107,client_39608966
23526,55287457,40.222814742,28.844512291,530.4569,12.316666667,209.2834,483.407,client_79367121
23527,56140131,40.22091983,28.925093226,804.9466,7.916666667,182.1069,665.7059,client_66308376
23528,99398281,40.2256309,28.835921846,418.2847,25.966666667,53.0574,403.8769,client_84103392
23529,65031501,40.198661275,28.953120634,327.4437,21.8,188.011,362.011,client_91725524
23530,81638746,40.226899041,28.828652389,239.9917,23.766666667,61.0387,195.2712,client_50049945
23531,66883951,40.231148191,28.847621642,160.513,19.6,78.7489,177.7388,client_38716774
23532,51590167,40.222985,28.9055063,123.5644,15.883333333,87.0206,178.5106,client_88841189
23533,62887621,40.267280022,28.948246725,1729.2376,29.133333333,479.1971,1463.527,client_60111008
23534,17349670,40.211609905,28.954349662,250.1135,20.783333333,131.0608,279.6808,client_30833968
23535,67357382,40.201949653,28.955183119,146.4851,25.3,82.2189,184.6574,client_78246790
23536,71400067,40.274166313,28.937677816,632.9505,33.066666667,190.4541,644.3141,client_60767456
23537,96278525,40.242242081,28.974630944,224.6946,41.433333333,98.9333,249.3833,client_12429750
23538,26930929,40.192557436,29.055001811,140.5347,8.2,70.6775,172.1475,client_56258756
23539,62759883,40.192865252,29.052499831,704.8911,12.45,151.5172,576.813,client_60611282
23540,74986613,40.221809181,28.844663501,186.1416,9.1,91.204,200.209,client_19359318
23541,54299667,40.208404197,28.996357508,468.0445,10.15,158.365,464.5318,client_11091837
23542,40139609,40.197063526,28.947550692,1278.1171,28.616666667,288.7439,1035.6518,client_53724256
23543,35516824,40.200939905,28.956204839,168.2376,14.016666667,100.6033,211.6798,client_95536419
23544,89277605,40.235387861,28.839194477,302.1602,10.95,112.0909,315.7524,client_71217387
23545,95554522,40.18485355,29.083149457,156.964,12.383333333,86.7568,185.5768,client_89429170
23546,36054529,40.261828102,28.949363194,457.328,13.616666667,212.4672,447.977,client_46627614
23547,30904114,40.211130059,28.935885429,347.9505,34.016666667,163.4345,349.5064,client_85168220
23548,88015445,40.193342639,28.939102069,259.5347,21.5,124.1175,282.6475,client_64062442
23549,14579067,40.252364612,28.994177878,183.1674,9.316666667,85.2266,175.356,client_83083134
23550,34586671,40.22229803,28.837791236,631.2772,8.183333333,36.3179,506.0472,client_68886432
23551,97361009,40.262238815,28.938171639,406.1831,32.933333333,127.7347,379.0565,client_97104480
23552,18641923,40.220329995,28.960760236,541.7053,7.366666667,177.3421,390.6614,client_17452657
23553,12385374,40.258834091,28.961410001,136.6634,9.15,84.2752,164.9074,client_44880190
23554,37704668,40.190318195,28.941738345,139.4356,20.383333333,92.6785,197.5485,client_35408660
23555,91167422,40.200377297,29.023681171,194.8432,6.383333333,93.2255,150.2439,client_18795028
23556,90317516,40.179073377,29.080467224,793.6814,16.016666667,220.0414,702.2133,client_44330050
23557,44518649,40.252955703,28.997694589,125.9583,8.683333333,90.2212,149.5712,client_99579160
23558,36066548,40.193789545,29.056340419,116.7416,15.516666667,61.1838,134.4938,client_57349689
23559,95151993,40.226172819,28.991473205,226.901,13.816666667,104.9274,247.8485,client_93780318
23560,72290439,40.223591942,28.989435732,463.1485,17.1,142.2014,455.5617,client_71952244
23561,61024988,40.199888692,28.972847275,482.0891,34.3,209.7954,448.6178,client_26458035
23562,22295095,40.2052088,29.0091823,519.693,8.85,180.309,496.422,client_16801850
23563,13422215,40.184188731,28.941833898,200.2869,17.1,115.6481,252.6924,client_80104234
23564,78845818,40.188562476,29.081738591,669.446,27.35,168.5227,482.4145,client_13986203
23565,45142430,40.182070657,29.087442309,785.3439,17.45,203.9006,461.4988,client_42375114
23566,88444293,40.197113464,29.028277472,148.9802,8.266666667,67.8954,168.4325,client_83447631
23567,55717438,40.226335369,28.828014359,304.1188,10.133333333,146.9517,320.7317,client_65677952
23568,37556599,40.216843107,28.911246657,290.1188,12.066666667,137.5805,278.483,client_50505112
23569,30539110,40.217043129,28.938258947,206.9933,25.133333333,128.67579999999998,241.2278,client_10352937
23570,47705108,40.21443367,28.99563767,988.3939,34.583333333,344.8073,869.153,client_87869553
23571,62612943,40.193575696,28.981862515,166.1683,29.066666667,101.3779,213.9479,client_45925729
23572,65496624,40.226943838,28.826389611,87.3462,8.45,74.0798,126.0803,client_12224743
23573,46495006,40.243095834,28.981731758,373.3861,10.45,150.0411,321.6392,client_86889000
23574,16895698,40.2213404,28.9834039,160.9109,14.133333333,77.9996,172.4003,client_94671448
23575,74755482,40.200693044,29.020077959,126.07919999999999,32.533333333,84.9788,175.8588,client_39265126
23576,58204520,40.194445429,29.063029848,132.703,4.866666667,-38.5005,52.9595,client_72500766
23577,90558552,40.207088595,28.812720403,1812.0994,34.15,137.2385,1489.0764,client_80056286
23578,30622547,40.177800754,29.055057652,194.0792,17.616666667,58.6306,155.9693,client_30020750
23579,34881769,40.225452989,28.91628854,137.4356,4.433333333,89.0219,190.3819,client_13890832
23580,77113953,40.230171166,28.972128108,264.3327,18.933333333,-25.3493,119.8436,client_69191455
23581,58465507,40.210254907,28.979489431,135.2257,25.733333333,86.6751,162.7617,client_48688302
23582,22434843,40.222119527,28.911996434,244.9083,11.1,116.4301,233.5212,client_98212689
23583,31264628,40.250914754,28.991030641,179.9851,11.316666667,60.5888,191.5229,client_27475151
23584,70699473,40.192572262,29.060356691,369.198,19.15,130.4185,330.5435,client_11047524
23585,64562869,40.174348312,29.07287892,148.505,38.85,77.7267,147.9119,client_44298288
23586,28408699,40.183925672,29.082682393,177.6947,34.066666667,80.2225,208.4184,client_20141279
23587,11578400,40.196134411,29.064785354,109.4158,20.316666667,61.8104,133.8624,client_59979841
23588,52339708,40.216113193,29.009669982,409.2475,11.7,155.7678,366.0278,client_17537278
23589,70746639,40.211552525,28.955086023,279.6139,23.966666667,122.7913,286.0693,client_63019934
23590,93593730,40.208364253,29.017047398,315.4257,7.733333333,100.6764,245.7003,client_64706681
23591,94579747,40.221435419,28.992849179,141.3861,17.0,76.9594,176.2777,client_59284692
23592,42346248,40.181666707,29.083335847,101.297,12.683333333,73.4887,142.0386,client_43814278
23593,45387281,40.205970646,28.993401378,295.5922,9.416666667,145.3656,315.1841,client_98832978
23594,51200803,40.208804147,28.998648115,177.2376,19.316666667,88.841,164.733,client_76067442
23595,43519151,40.226570617,28.843567483,136.7129,5.166666667,85.4257,155.3257,client_28553462
23596,67076479,40.260386634,28.943746649,381.9174,47.333333333,199.486,433.606,client_73174883
23597,99983693,40.187733648,29.109576233,86.1111,38.616666667,22.9833,136.7239,client_54736965
23598,51693815,40.222961684,28.848461509,219.5705,7.566666667,101.8965,237.8091,client_18159460
23599,71318862,40.213199091,28.947409876,152.7533,25.8,82.87,170.851,client_74547777
23600,70323678,40.212445071,28.961746618,434.396,26.1,133.6134,489.9634,client_11177198
23601,28531339,40.206611306,28.971640617,154.935,31.983333333,89.3095,179.6969,client_75755625
23602,44292417,40.220736019,28.944967724,215.8812,32.35,97.3488,231.3954,client_94334956
